id,value
id_128,29.062158967569736
id_129,62.815649744081895
id_130,21.773470904932623
id_131,23.18424381790223
id_132,59.162830299266105
id_133,15.212918661900702
id_134,14.17937591314266
id_135,2.720736402446022
id_136,12.457700059224283
id_137,58.670878757776514
id_138,20.37491063926609
id_139,5.368112451263997
id_140,29.031249157801923
id_141,25.329198579628024
id_142,45.28717430154132
id_143,30.78267485288828
id_144,18.31863216578081
id_145,26.040774943532796
id_146,12.045212713928379
id_147,51.92416727739187
id_148,23.670493067119402
id_149,38.40087812734639
id_150,10.235643594171592
id_151,8.111002770871558
id_152,23.55465445880499
id_153,6.378268638004457
id_154,15.129502436935041
id_155,41.19537996913439
id_156,7.812932279619826
id_157,36.24338201936428
id_158,11.017353927864715
id_159,18.67437434777084
id_160,41.51059637988076
id_161,19.362134660799843
id_162,13.24032740470414
id_163,7.9026003068613235
id_164,52.63646907833498
id_165,31.12936185180955
id_166,-0.3586165746292451
id_167,16.369948543669445
id_168,63.679482544242035
id_169,14.284278622579667
id_170,63.69965020696401
id_171,39.243649360285886
id_172,26.88963548005275
id_173,20.41450379765929
id_174,60.92991748687329
id_175,25.131964222737068
id_176,20.9789546013887
id_177,37.54512639258641
id_178,12.563567307952066
id_179,31.159689540337617
id_180,16.66185804671337
id_181,11.837699422317925
id_182,55.71015490471123
id_183,46.45411475530237
id_184,15.564446357623922
id_185,35.178879066426546
id_186,26.196180855006595
id_187,69.1937320793984
id_188,9.99689587046636
id_189,57.90635165584873
id_190,38.437943666329716
id_191,15.510116176600109
id_192,29.09170514597033
id_193,0.29023708416949745
id_194,19.14608285114311
id_195,0.8998391677454975
id_196,33.77343523757662
id_197,10.504382103404337
id_198,18.963756462494516
id_199,60.194683003729516
id_200,24.924733381097802
id_201,25.652073875516823
id_202,64.52286109568594
id_203,10.581124450695159
id_204,9.302899093165816
id_205,11.252674681827706
id_206,7.293813246933407
id_207,1.713976846327796
id_208,124.00200222879779
id_209,20.66693981977403
id_210,16.237997009453544
id_211,13.876840853801674
id_212,36.311008582960504
id_213,35.982756881588685
id_214,18.860739585654386
id_215,34.80558754055029
id_216,78.66928392459815
id_217,0.4590823971306932
id_218,12.9050721416031
id_219,31.889823925996815
id_220,14.962896928449231
id_221,12.665026862254246
id_222,113.2920224924882
id_223,12.952323793583687
id_224,16.337885297463522
id_225,64.04104396597347
id_226,16.084981753940006
id_227,19.91519155032339
id_228,10.29019521678778
id_229,3.8561469681199156
id_230,46.21431876147493
id_231,12.718832108101035
id_232,53.9792680662685
id_233,42.613872895405116
id_234,25.17050235404394
id_235,41.0713704572221
id_236,69.09651552640291
id_237,42.09890143010598
id_238,11.083830352134797
id_239,18.230916560922566
